"","species_names","X","ID","Binomial","Common_name","Location","Country","Region","Latitude","Longitude","Class","Order","System","T_realm","T_biome","FW_realm","FW_biome","M_realm","M_biome","minyear","maxyear","duration","points","taxa","first_order_coefficient","first_order_pvalue","second_order_coefficient","second_order_pvalue","strd_error","intercept","x_m","p1","p2","p3","CV","MSE","D","r.sq","derivative","intercept_derivative","derivated_curvature","direction","acceleration","shape_class","linear_slope","linear_slope_pvalue","linear_intercept","first_X_value","last_X_value","magnitude","lin_class","gnbn","dir2","full_realm","LoNL","redlistCategory","populationTrend","GBIF_ID"
"380","Equus quagga",4388,10032,"Equus_quagga","Burchell's zebra / Plains zebra / Common zebra","Hluhluwe Umfolozi Provincial Nature Reserve, South Africa","South Africa","Africa",-28.22361,"31.90167","Mammalia","Perissodactyla","Terrestrial","Afrotropical","Montane grasslands and shrublands","NULL","NULL","NULL","NULL",1973,2006,34,13,"Mammals",-4.08610010306336,6.78124543717844e-05,0.00103139285423453,0.0204109428594095,0.127465338959393,4054.60293439747,1989.5,1980.86504394873,1989.40729242561,1968.43255527732,0.0364124352358905,0.0124980097200254,0.0157778178550808,0.799981768944772,0.0178120639358181,-27.7636937249644,-2.27195283468055e-07,"increase","accelerated","increase_accelerated",0.0224930007358063,0.00031672959100871,-36.9736459038246,1973,2006,0.00206075235523623,"positive","good","Increase
non linear","Afrotropical","non linear",NA,NA,"2440892"
"381","Equus quagga",3034,6226,"Equus_quagga","Burchell's zebra / Plains zebra / Common zebra","Ngorongoro Crater","Tanzania, United Republic Of","Africa",-3.16667,"35.58333","Mammalia","Perissodactyla","Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL",1970,2005,36,26,"Mammals",-3.23613645234089,0.0664150434888836,0.000811550901136915,0.0372865465903126,0.187849656053483,3234.23314481295,1987.5,1993.79758423491,2005.04067541687,1976.65899696665,0.0256104738962935,0.0312158594394798,0.024999446668942,0.208863728168043,NA,NA,8.07642354966403e-08,"stable","convex","stable_convex",-0.00635114679315,0.0864553044644707,20.8845014050562,1970,2005,0.00162310180227383,"no trend","good","No trend
non linear","Afrotropical","non linear",NA,NA,"2440892"
"382","Erethizon dorsatus",5379,12693,"Erethizon_dorsatus","Porcupine / North American porcupine","950km2 area within the Great Lakes-St Lawrence forest region, eastern Ontario","Canada","North America",45.200085,"-75.23807","Mammalia","Rodentia","Terrestrial","Nearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1995,2004,10,10,"Mammals",-0.0025850026593119,0.237927016946365,0,0.232454942992336,0.0181967344137833,5.20957646040845,1999.5,NA,NA,NA,0.478078852548461,0.000231784800328037,0.428956741882321,0.13241171169434,-0.0025850026593119,5.20957646040845,NA,"stable","constant","stable_constant",-0.00258500265931189,0.251271876556453,5.20957646040843,1995,2004,0,"no trend","no","No trend
linear","Nearctic","linear",NA,NA,"6066824"
"383","Erethizon dorsatus",2395,4554,"Erethizon_dorsatus","Porcupine / North American porcupine","Rochester, Alberta","Canada","North America",58.45,"-111.06667","Mammalia","Rodentia","Terrestrial","Nearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL",1965,1975,11,11,"Mammals",-0.0354334860805284,0.0442126064674241,0,0.916979976813417,0.155832016505321,70.179317718175,1970,NA,NA,NA,0.485917701272153,0.0176608126313561,0.494629004694778,0.270013585441874,-0.0354334860805284,70.179317718175,NA,"decrease","constant","decrease_constant",-0.0354334860805292,0.0323602284691569,70.1793177181766,1965,1975,0,"negative","bad","Decrease
linear","Nearctic","linear",NA,NA,"6066824"
"384","Erinaceus europaeus",7268,19076,"Erinaceus_europaeus","West European hedgehog","Netherlands","Netherlands","Europe",52.18333,"5.8","Mammalia","Erinaceomorpha","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1994,2015,22,22,"Mammals",-0.0189561153488439,0.128582807970666,0,0.104935327398956,0.355013152122797,41.9139508876899,2004.5,NA,NA,NA,0.0977578143549446,0.108847837519233,0.0470841462297702,0.140179261305402,-0.0189561153488439,41.9139508876899,NA,"stable","constant","stable_constant",-0.0189561153488455,0.1445502571964,41.913950887693,1994,2015,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","5219616"
"385","Eschrichtius robustus",6898,17812,"Eschrichtius_robustus","Grey whale / Gray whale","Flores Island, Clayoquot Sound, British Columbia","Canada","North America",49.24809,"-126.19034","Mammalia","Cetacea","Marine","NULL","NULL","NULL","NULL","Pacific north temperate","Unknown",1997,2013,17,17,"Mammals",0.0280645956907227,0.356923431688921,0,0.127148559363019,0.595048690026011,-54.354072018955,2005,NA,NA,NA,0.325244353635976,0.291597718177847,0.419786777214574,0.087679762363124,0.0280645956907227,-54.354072018955,NA,"stable","constant","stable_constant",0.0280645956907216,0.379894461308911,-54.3540720189527,1997,2013,0,"no trend","no","No trend
linear","Pacific north temperate","linear","Least Concern","Stable","2440704"
"386","Eschrichtius robustus",1055,2199,"Eschrichtius_robustus","Grey whale / Gray whale","Eastern North Pacific","United States","North America",49.93167,"-128.16083","Mammalia","Cetacea","Marine","NULL","NULL","NULL","NULL","Pacific north temperate","Unknown",1967,2001,35,22,"Mammals",3.12365252638972,5.04652057433629e-06,-0.000783538605792831,0.0412366934878959,0.154642898300073,-3103.26076167281,1984,1993.29841777804,1975.51408816927,2016.4462850156,0.0276000174572497,0.0206533679044675,0.0173156057824252,0.667476875029994,0.0145713386037667,-19.0522233891451,1.07292902006754e-07,"increase","decelerated","increase_decelerated",0.0192013394561796,1.25361036741469e-05,-28.3222297811276,1967,2001,0.00156398925922354,"positive","good","Increase
non linear","Pacific north temperate","non linear","Least Concern","Stable","2440704"
"387","Eschrichtius robustus",2433,4629,"Eschrichtius_robustus","Grey whale / Gray whale","North Pacific, coast of California","United States","North America",37,"-128","Mammalia","Cetacea","Marine","NULL","NULL","NULL","NULL","Pacific north temperate","Unknown",1967,1995,29,19,"Mammals",0.00024197151369549,0.984574535011097,0,0.176894011742779,0.458133055336493,9.08810006556099,1981,NA,NA,NA,0.0478829215491492,0.176746018014274,0.039056131474134,-0.000212793549110524,0.00024197151369549,9.08810006556099,NA,"stable","constant","stable_constant",0.000241971513695577,0.984993565903316,9.08810006556082,1967,1995,0,"no trend","no","No trend
linear","Pacific north temperate","linear","Least Concern","Stable","2440704"
"388","Eschrichtius robustus",1056,2200,"Eschrichtius_robustus","Grey whale / Gray whale","Eastern North Pacific","United States","North America",49.93167,"-128.16083","Mammalia","Cetacea","Marine","NULL","NULL","NULL","NULL","Pacific north temperate","Unknown",1967,1986,20,15,"Mammals",0.0254679024045844,0.000212545580511142,0,0.898069874750472,0.103756946004933,-40.7328204973264,1976.5,NA,NA,NA,0.0181952511445841,0.00861240307541646,0.0108450105790959,0.644038845946349,0.0254679024045844,-40.7328204973264,NA,"increase","constant","increase_constant",0.0254679024045842,0.000113966000928763,-40.732820497326,1967,1986,0,"positive","good","Increase
linear","Pacific north temperate","linear","Least Concern","Stable","2440704"
"389","Eubalaena australis",6716,15134,"Eubalaena_australis","Southern right whale","Ocean surrounding Peninsula Valdes, Argentina","Argentina","Latin America and Caribbean",-42.371794,"-64.090714","Mammalia","Cetacea","Marine","NULL","NULL","NULL","NULL","South temperate and Antarctic","Unknown",1972,1983,12,12,"Mammals",0.0298261571356562,0.0278745325353063,0,0.505402936012012,0.136205604607629,-52.6959728323907,1977.5,NA,NA,NA,0.0264106362126464,0.0139139750448973,0.0237361935932998,0.326733949448296,0.0298261571356562,-52.6959728323907,NA,"increase","constant","increase_constant",0.029826157135656,0.0227269236546382,-52.6959728323904,1972,1983,0,"positive","good","Increase
linear","South temperate and Antarctic","linear","Least Concern","Unknown","2440332"
"390","Eubalaena australis",8986,25496,"Eubalaena_australis","Southern right whale","Southern Brazilian coast from Palho??a to Santa Catarina State","Brazil","Latin America and Caribbean",-28.688899,"-48.994113","Mammalia","Cetacea","Marine","NULL","NULL","NULL","NULL","Atlantic tropical and subtropical","Unknown",2003,2012,10,10,"Mammals",0.0366397405787204,0.408419591568926,0,0.762294735331054,0.378489704258507,-69.0902404473913,2007.5,NA,NA,NA,0.0792955343001484,0.100278119360785,0.102286275757904,-0.143285686920501,0.0366397405787204,-69.0902404473913,NA,"stable","constant","stable_constant",0.0366397405787187,0.377918078097627,-69.0902404473878,2003,2012,0,"no trend","no","No trend
linear","Atlantic tropical and subtropical","linear","Least Concern","Unknown","2440332"
"391","Eubalaena australis",3035,6227,"Eubalaena_australis","Southern right whale","South coast, South Africa","South Africa","Africa",-35,"26","Mammalia","Cetacea","Marine","NULL","NULL","NULL","NULL","Tropical and subtropical Indo-Pacific","Temperate upwelling",1971,2000,30,30,"Mammals",0.066642980894721,2.09870769747428e-18,0,0.880971070479645,0.148459874221297,-128.290208923472,1985.5,NA,NA,NA,0.149880999091657,0.0198363008284229,0.0496380165089566,0.93957204965739,0.066642980894721,-128.290208923472,NA,"increase","constant","increase_constant",0.0666429808947211,4.94542429275359e-19,-128.290208923472,1971,2000,0,"positive","good","Increase
linear","Tropical and subtropical Indo-Pacific","linear","Least Concern","Unknown","2440332"
"392","Eudorcas rufifrons",2645,5253,"Eudorcas_rufifrons","Red-fronted gazelle","Waza National Park","Cameroon","Africa",10.35,"14.33333","Mammalia","Artiodactyla","Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL",1967,2001,35,11,"Mammals",0.0193527314283293,0.615800874061664,0,0.942419524720247,1.30049166191858,-33.3695992437314,1984,NA,NA,NA,0.230412476932326,1.23002077288709,0.255674826978093,-0.208013251274283,0.0193527314283293,-33.3695992437314,NA,"stable","constant","stable_constant",0.0193527314283297,0.593409977883346,-33.3695992437322,1967,2001,0,"no trend","no","No trend
linear","Afrotropical","linear","Vulnerable","Decreasing","7261425"
"393","Eudorcas thomsonii",3038,6230,"Eudorcas_thomsonii","Thomson's gazelle","Ngorongoro Crater","Tanzania, United Republic Of","Africa",-3.16667,"35.58333","Mammalia","Artiodactyla","Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL",1970,2005,36,21,"Mammals",-0.0310364633960778,1.92020999698098e-07,0,0.0863535885122727,0.21688342614886,69.3039824003659,1987.5,NA,NA,NA,0.0601820412344473,0.0403186461754868,0.0332195910374704,0.771464786301394,-0.0310364633960778,69.3039824003659,NA,"decrease","constant","decrease_constant",-0.0310364633960778,3.01396650619444e-07,69.3039824003658,1970,2005,0,"negative","bad","Decrease
linear","Afrotropical","linear","Least Concern","Decreasing","7261427"
"394","Eudorcas thomsonii",3647,7696,"Eudorcas_thomsonii","Thomson's gazelle","Lake Nakuru National Park, Kenya","Kenya","Africa",-0.39861,"36.09083","Mammalia","Artiodactyla","Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL",1970,1992,23,14,"Mammals",-55.0136060788068,0.00285511791966037,0.0138737914451901,0.000799950611561608,0.439255836691538,54539.1401960864,1981,1982.64498555222,1987.58423785284,1978.75258347499,0.217633317316368,0.151600185053101,0.112040165161218,0.720325613189481,NA,NA,0.000104881559353935,"stable","convex","stable_convex",-0.0575361942024531,0.0373100988034906,117.771047135946,1970,1992,0.0277475828903801,"negative","good","No trend
non linear","Afrotropical","non linear","Least Concern","Decreasing","7261427"
"395","Eumetopias jubatus",1061,2208,"Eumetopias_jubatus","Steller sea lion","Western Aleutian Islands","United States","North America",51.80917,"-176.22111","Mammalia","Carnivora","Marine","NULL","NULL","NULL","NULL","Pacific north temperate","Unknown",1985,2004,20,10,"Mammals",-0.122418145086781,1.12005467021226e-05,0,0.120239841254928,0.197245536864049,251.713172828489,1994.5,NA,NA,NA,0.101081359964338,0.0272340612689508,0.0379505459207105,0.931660473522259,-0.122418145086781,251.713172828489,NA,"decrease","constant","decrease_constant",-0.122418145086781,9.87701541789288e-06,251.713172828489,1985,2004,0,"negative","bad","Decrease
linear","Pacific north temperate","linear","Near Threatened","Increasing","2433462"
"396","Eumetopias jubatus",2504,4860,"Eumetopias_jubatus","Steller sea lion","Alaska - Western stock","United States","North America",56.74167,"-154.785","Mammalia","Carnivora","Marine","NULL","NULL","NULL","NULL","Pacific north temperate","Unknown",1959,2000,42,42,"Mammals",8.38920202425333,1.16399720010303e-35,-0.00212965170951454,8.17076013012795e-26,0.0715938820391713,-8249.24150966311,1979.5,1969.61831523279,1959.39473765726,1979.8418928083,0.0494088347083053,0.00475956366362173,0.00397557529703988,0.985420777500903,NA,NA,-2.28058527420324e-06,"stable","concave","stable_concave",-0.0420890937147335,6.59912933589106e-14,95.3159930154531,1959,2000,0.00425930341902908,"negative","bad","No trend
non linear","Pacific north temperate","non linear","Near Threatened","Increasing","2433462"
"397","Eumetopias jubatus",1062,2209,"Eumetopias_jubatus","Steller sea lion","Western Gulf of Alaska","United States","North America",56.97389,"-151.78444","Mammalia","Carnivora","Marine","NULL","NULL","NULL","NULL","Pacific north temperate","Unknown",1985,2004,20,10,"Mammals",-0.0323581475728921,0.00133265636772738,0,0.0773564757058309,0.111748468908425,72.6891261298035,1994.5,NA,NA,NA,0.0281539647139286,0.00874140421236406,0.0186498478472703,0.7615372160477,-0.0323581475728921,72.6891261298035,NA,"decrease","constant","decrease_constant",-0.0323581475728922,0.00250469167720607,72.6891261298038,1985,2004,0,"negative","bad","Decrease
linear","Pacific north temperate","linear","Near Threatened","Increasing","2433462"
"398","Eumetopias jubatus",1059,2204,"Eumetopias_jubatus","Steller sea lion","Central Gulf of Alaska","United States","North America",59.07111,"-144.96611","Mammalia","Carnivora","Marine","NULL","NULL","NULL","NULL","Pacific north temperate","Unknown",1985,2003,19,10,"Mammals",-18.4104241982839,1.82345250770844e-06,0.00458716765502015,0.0112541702752768,0.127790260799852,18480.0492400319,1994,2006.73112286791,2019.70008835962,1992.76289340871,0.0762189269436583,0.0114312455287059,0.0333044375503755,0.960362056037844,-0.116799590063556,241.305505636193,2.85101921206233e-05,"decrease","decelerated","decrease_decelerated",-0.106707821222514,1.28584856544856e-05,221.31407853551,1985,2003,0.00898291018814157,"negative","bad","Decrease
non linear","Pacific north temperate","non linear","Near Threatened","Increasing","2433462"
"399","Eumetopias jubatus",1063,2210,"Eumetopias_jubatus","Steller sea lion","Kuril Islands","Russian Federation","Asia",46.5,"151.5","Mammalia","Carnivora","Marine","NULL","NULL","NULL","NULL","Pacific north temperate","Unknown",1963,2005,43,10,"Mammals",-5.01151583323835,0.000185398786950945,0.00125514192478336,0.0172826398542826,0.187694233200227,5010.86988368656,1984,1996.3940867099,2010.12806470311,1981.73305745638,0.0582629262070969,0.0246603876236347,0.0305906575828553,0.867137533834564,-0.0311126756979787,70.3099514065182,5.86750945430654e-07,"decrease","decelerated","decrease_decelerated",-0.0275982783085857,0.00110630172831445,63.6316926644857,1963,2005,0.00250581487783611,"negative","bad","Decrease
non linear","Pacific north temperate","non linear","Near Threatened","Increasing","2433462"
"400","Eumetopias jubatus",1058,2203,"Eumetopias_jubatus","Steller sea lion","Central Aleutian Islands","United States","North America",52.09694,"-173.50056","Mammalia","Carnivora","Marine","NULL","NULL","NULL","NULL","Pacific north temperate","Unknown",1985,2003,19,10,"Mammals",-36.714648335291,1.87262331392457e-06,0.00918709566527636,5.26684631369925e-06,0.0702573977830653,36689.3708981681,1994,1998.16403752375,2002.28568153838,1993.32716172105,0.0509462033409377,0.00345527136027351,0.0208648159980378,0.97541587601379,NA,NA,7.63700940686494e-05,"stable","convex","stable_convex",-0.0581366308383694,0.0121932346101097,124.777923265671,1985,2003,0.0183741913305527,"negative","good","No trend
non linear","Pacific north temperate","non linear","Near Threatened","Increasing","2433462"
"401","Eumetopias jubatus",1060,2205,"Eumetopias_jubatus","Steller sea lion","Eastern Aleutian Islands","United States","North America",54.14556,"-165.77722","Mammalia","Carnivora","Marine","NULL","NULL","NULL","NULL","Pacific north temperate","Unknown",1985,2004,20,10,"Mammals",-0.0158968824211657,0.0902548712360512,0,0.269350787808267,0.143776283231052,40.2899255584548,1994.5,NA,NA,NA,0.0196047128051802,0.014470133733815,0.0164854073719155,0.268116395508918,-0.0158968824211657,40.2899255584548,NA,"stable","constant","stable_constant",-0.0158968824211659,0.092177926308659,40.2899255584551,1985,2004,0,"no trend","no","No trend
linear","Pacific north temperate","linear","Near Threatened","Increasing","2433462"
"402","Eumetopias jubatus",1057,2201,"Eumetopias_jubatus","Steller sea lion","British Columbia sites","Canada","North America",53.64972,"-130.7925","Mammalia","Carnivora","Marine","NULL","NULL","NULL","NULL","Pacific north temperate","Unknown",1971,2013,43,13,"Mammals",-2.75658310774221,4.87700754150444e-10,0.000701487161743959,0.000895025123324009,0.0851835631886217,2716.49010783482,1992,1964.81365452869,1992.287815401,1934.55466940044,0.0646483388541035,0.00558172264423839,0.0196346408299236,0.97905164354143,0.0381417446457213,-67.0558451435623,-2.24410349164488e-07,"increase","accelerated","increase_accelerated",0.0398684822746297,2.94629766759901e-08,-70.3632699441421,1971,2013,0.00139919014398683,"positive","good","Increase
non linear","Pacific north temperate","non linear","Near Threatened","Increasing","2433462"
"403","Felis silvestris",9305,27674,"Felis_silvestris","Wild cat","Study area in Arag??n autonomous region","Spain","Europe",41.479016,"-0.696121","Mammalia","Carnivora","Terrestrial","Palearctic","Mediterranean forests, woodlands and scrub","NULL","NULL","NULL","NULL",1992,2006,15,15,"Mammals",0.00194059853333822,0.27134438286676,0,0.249505802735073,0.0281624162586219,-3.78604052977095,1999,NA,NA,NA,0.310569928106205,0.000634497351619112,0.332490764066225,0.0536742186389575,0.00194059853333822,-3.78604052977095,NA,"stable","constant","stable_constant",0.00194059853333825,0.277688298832921,-3.78604052977099,1992,2006,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Unknown","7964291"
"404","Felis silvestris",9232,27558,"Felis_silvestris","Wild cat","Romania","Romania","Europe",46,"25","Mammalia","Carnivora","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",2001,2012,12,12,"Mammals",-0.00213127650371258,0.136504299238732,0,0.0909842735451017,0.0155891182845062,13.7951056634507,2006.5,NA,NA,NA,0.00192859297282886,0.000182265456666244,0.00160809069474302,0.278881355561118,-0.00213127650371258,13.7951056634507,NA,"stable","constant","stable_constant",-0.0021312765037126,0.175639791309207,13.7951056634507,2001,2012,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Unknown","7964291"
"405","Galerella sanguinea",2641,5246,"Galerella_sanguinea","Slender mongoose","'Sangere' study area, Serengeti National Park","Tanzania, United Republic Of","Africa",-2.32306,"34.78611","Mammalia","Carnivora","Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL",1975,1990,16,11,"Mammals",0.022936828709225,0.0224438609654513,0,0.123465157026295,0.14727158126768,-43.7481292822501,1982.5,NA,NA,NA,0.11715061341172,0.0157737590175149,0.101862958411497,0.471573361693874,0.022936828709225,-43.7481292822501,NA,"increase","constant","increase_constant",0.0229368287092248,0.0308723147888012,-43.7481292822496,1975,1990,0,"positive","good","Increase
linear","Afrotropical","linear",NA,NA,"5219098"
"406","Gazella dorcas",3930,8587,"Gazella_dorcas","Dorcas gazelle","Southern Negev Desert, Israel","Israel","Asia",30.12,"34.9","Mammalia","Artiodactyla","Terrestrial","Palearctic","Deserts and xeric shrublands","NULL","NULL","NULL","NULL",1964,1985,22,22,"Mammals",12.4819244595668,3.91071464621375e-12,-0.00314213429332082,0.00154878731115335,0.143274271299725,-12388.8641688378,1974.5,1986.21753470235,1972.2235672993,2000.21150210548,0.0786897054704047,0.0177283099778581,0.0247957654548783,0.92120983048456,0.0736361352428414,-138.781520648958,8.60697329217841e-06,"increase","decelerated","increase_decelerated",0.0736361352428423,1.41303552894029e-10,-138.907991554268,1964,1985,0.00621206541626314,"positive","good","Increase
non linear","Palearctic","non linear","Vulnerable","Decreasing","5220149"
"407","Gazella gazella",3929,8586,"Gazella_gazella","Mountain gazelle","Southern Negev Desert, Israel","Israel","Asia",30.12,"34.9","Mammalia","Artiodactyla","Terrestrial","Palearctic","Deserts and xeric shrublands","NULL","NULL","NULL","NULL",1965,1985,21,21,"Mammals",-0.022286931939024,0.0100015008662898,0,0.542212391472084,0.214856698459377,47.8551322660051,1975,NA,NA,NA,0.0646395813757056,0.0395686293195974,0.04090372967062,0.250121622172835,-0.022286931939024,47.8551322660051,NA,"decrease","constant","decrease_constant",-0.0222869319390243,0.00866772545274294,47.8551322660058,1965,1985,0,"negative","bad","Decrease
linear","Palearctic","linear","Endangered","Decreasing","5220154"
"408","Genetta genetta",9308,27677,"Genetta_genetta","Common genet","Study area in Arag??n autonomous region","Spain","Europe",41.479016,"-0.696121","Mammalia","Carnivora","Terrestrial","Palearctic","Mediterranean forests, woodlands and scrub","NULL","NULL","NULL","NULL",1992,2006,15,15,"Mammals",0.0025976484567478,0.212071807784798,0,0.661034948646643,0.0329765682440305,-5.13643330396966,1999,NA,NA,NA,0.584816970655455,0.000869963242522562,1.17609616883411,-0.00433708655663612,0.0025976484567478,-5.13643330396966,NA,"stable","constant","stable_constant",0.00259764845674768,0.196785668849297,-5.13643330396941,1992,2006,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","5219362"
"409","Giraffa camelopardalis",3889,8526,"Giraffa_camelopardalis","Giraffe","Artificial waterholes, northern Hwange National Park, Zimbabwe","Zimbabwe","Africa",-19,"26.5","Mammalia","Artiodactyla","Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL",1973,2005,33,24,"Mammals",0.0174005642879957,0.0506184315432126,0,0.906971878167725,0.350790920956155,-29.3558028231888,1989,NA,NA,NA,0.0693178250999035,0.107672486447109,0.0755557619343036,0.0913892045437743,0.0174005642879957,-29.3558028231888,NA,"stable","constant","stable_constant",0.0174005642879958,0.0453756150047141,-29.355802823189,1973,2005,0,"positive","no","No trend
linear","Afrotropical","linear","Vulnerable","Decreasing","2441205"
"410","Giraffa camelopardalis",2651,5260,"Giraffa_camelopardalis","Giraffe","Kruger National Park, South Africa","South Africa","Africa",-23.83333,"31.5","Mammalia","Artiodactyla","Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL",1965,1995,31,25,"Mammals",4.68697365377383,2.38146986439849e-05,-0.00117810957330303,0.00643500780612694,0.133480449199118,-4653.11809790731,1980,1989.19258445253,1974.10944715316,2001.78246241708,0.0250609302103483,0.0156789866801905,0.0130173953749599,0.596412821265899,0.021659743493839,-34.45732673012,3.60326893630237e-07,"increase","decelerated","increase_decelerated",0.0167588076688987,0.000130664357204298,-24.8332874216223,1965,1995,0.00235311241414722,"positive","good","Increase
non linear","Afrotropical","non linear","Vulnerable","Decreasing","2441205"
"411","Giraffa camelopardalis",4366,9877,"Giraffa_camelopardalis","Giraffe","Lewa Wildlife Conservancy, Kenya","Kenya","Africa",0.22139,"37.41667","Mammalia","Artiodactyla","Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL",1977,2007,31,19,"Mammals",10.451092280714,0.0181583034461018,-0.00262192531618713,0.00533491348801001,0.263301954909167,-10408.9347139021,1992,1993.01868291052,1980.56396385102,1998.1237560306,0.0651189010865074,0.058381405860201,0.0440561644108193,0.459430324625329,NA,NA,4.40636259473434e-07,"stable","concave","stable_concave",-0.0228093771071841,0.0497649481417521,51.0582038898687,1977,2007,0.00524385063237426,"negative","bad","No trend
non linear","Afrotropical","non linear","Vulnerable","Decreasing","2441205"
"412","Giraffa camelopardalis",4383,10016,"Giraffa_camelopardalis","Giraffe","Hluhluwe Umfolozi Provincial Nature Reserve, South Africa","South Africa","Africa",-28.22361,"31.90167","Mammalia","Artiodactyla","Terrestrial","Afrotropical","Montane grasslands and shrublands","NULL","NULL","NULL","NULL",1973,2006,34,13,"Mammals",0.086466862172739,5.48016193467636e-06,0,0.0789599381056009,0.36589516886481,-166.414455749549,1989.5,NA,NA,NA,0.172449143429135,0.102984057383545,0.0689367821221254,0.866524703463715,0.086466862172739,-166.414455749549,NA,"increase","constant","increase_constant",0.086466862172739,8.50679910430323e-06,-166.414455749549,1973,2006,0,"positive","good","Increase
linear","Afrotropical","linear","Vulnerable","Decreasing","2441205"
"413","Glaucomys sabrinus",1510,3428,"Glaucomys_sabrinus","Northern flying squirrel","Wildlife Research Station near Lake Sasajewun, Algonquin Provincial Park, Ontario","Canada","North America",45.595278,"-78.523333","Mammalia","Rodentia","Terrestrial","Nearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1972,1991,20,19,"Mammals",-0.0147138312587963,0.385459797555134,0,0.8534228418348,0.410770073528846,29.7131313010518,1981.5,NA,NA,NA,0.705894554042539,0.142090150153174,2.18999593560568,-0.0694271944443452,-0.0147138312587963,29.7131313010518,NA,"stable","constant","stable_constant",-0.0147138312587961,0.371082898456087,29.7131313010515,1972,1991,0,"no trend","no","No trend
linear","Nearctic","linear","Least Concern","Stable","2437331"
"414","Glaucomys sabrinus",2392,4551,"Glaucomys_sabrinus","Northern flying squirrel","Rochester, Alberta","Canada","North America",58.45,"-111.06667","Mammalia","Rodentia","Terrestrial","Nearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL",1965,1975,11,11,"Mammals",-0.0122487771944249,0.311619865610085,0,0.105070520897155,0.118949436426071,24.2831228975848,1970,NA,NA,NA,0.86922110905255,0.0102901588553308,1.06006203066713,0.200348537974443,-0.0122487771944249,24.2831228975848,NA,"stable","constant","stable_constant",-0.012248777194424,0.361092520457195,24.2831228975831,1965,1975,0,"no trend","no","No trend
linear","Nearctic","linear","Least Concern","Stable","2437331"
"415","Globicephala melas",5278,12538,"Globicephala_melas","Long-finned pilot whale","Gully marine canyon, Scotian Shelf, off the coast of Nova Scotia","Canada","North America",43.48,"-58.93","Mammalia","Cetacea","Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","Unknown",1988,2011,24,18,"Mammals",0.00564789377436923,0.0171461489106873,0,0.874220575195185,0.0609347311286823,-11.2064127939804,1999.5,NA,NA,NA,0.825598147077102,0.00309420121477067,1.12672399548587,0.234444203752667,0.00564789377436923,-11.2064127939804,NA,"increase","constant","increase_constant",0.00564789377436924,0.0137995898550229,-11.2064127939804,1988,2011,0,"positive","good","Increase
linear","Atlantic north temperate","linear","Least Concern","Unknown","2440596"
"416","Gulo gulo",229,568,"Gulo_gulo","Wolverine","Northern Karelia","Russian Federation","Asia",65.82333,"32.20167","Mammalia","Carnivora","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1990,2001,12,12,"Mammals",-0.00663967368750493,0.00359993188970127,0,0.216283091450641,0.0203402136835622,13.369023926396,1995.5,NA,NA,NA,0.261594971139773,0.000310293219519729,0.212122230294054,0.577023587036908,-0.00663967368750493,13.369023926396,NA,"decrease","constant","decrease_constant",-0.00663967368750503,0.00371192253597992,13.3690239263962,1990,2001,0,"negative","bad","Decrease
linear","Palearctic","linear","Least Concern","Decreasing","5219073"
