"","Binomial","Class","Family","Genus","Order","Species","X","ID","cv_window","cv_value","Replicate","Excluded_LPR_2022","Citation","Subspecies","Authority","Common_name","Location","Country","All_countries","Region","IPBES_region","IPBES_subregion","Latitude","Longitude","Specific_location","System","T_realm","T_biome","FW_realm","FW_biome","M_realm","M_ocean","M_biome","Migratory_fw_fish","Units","Method","start_year","end_year","unique_years","is_continuous","new_species","PValue_lm","PValue_mk","DetrendNeeded_lm","DetrendNeeded_mk"
"517","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",1535,10707,4,0.128043350536961,0,0," Pettorelli, N., J.-M. Gaillard, et al. (2001). ""Population density and small-scale variation in habitat quality affect phenotypic quality in roe deer."" Oecologia (Berlin) 128(3): 400-405.","NULL","Linnaeus, 1758","European roe deer","Chiz?« Reserve","France","France","Europe","Europe and Central Asia","Central and Western Europe",46.08333,-0.41667,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Density per 100ha","Capture-mark-recapture",1979,1999,21,TRUE,"Capreolus capreolus",9.4730386762489e-05,0.00186908189838691,TRUE,TRUE
"518","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",1529,10704,4,0.223002684576099,0,0," Sidorovich, V. E., L. L. Tikhomirova, et al. (2003). ""Wolf Canis lupus numbers, diet and damage to livestock in relation to hunting and ungulate abundance in northeastern Belarus during 1990-2000."" Wildlife Biology 9: 103-111.","NULL","Linnaeus, 1758","European roe deer","An area of  800 km2 at the Lovat River head in the Gorodok district,Vitebsk region","Belarus","Belarus","Asia","Europe and Central Asia","Eastern Europe",55.53333,30.11667,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Individuals/100 km2","Winter transects",1990,2000,11,TRUE,"Capreolus capreolus",0.000104067182017657,9.92186593249365e-05,TRUE,TRUE
"519","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",3111,27851,5,0.1320714148471,1,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","","Linnaeus, 1758","European roe deer","South East England","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",51.06984,0.339209,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",0.00148053254841674,0.00831236559750444,TRUE,TRUE
"520","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",3104,27849,4,0.301487383802139,1,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","","Linnaeus, 1758","European roe deer","Yorkshire and Humber","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",53.916448,-1.013561,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",1.18006945256026e-05,1.92032187140509e-05,TRUE,TRUE
"521","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",3113,27852,4,0.0930148048330051,1,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","","Linnaeus, 1758","European roe deer","South West England","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",50.987148,-2.843167,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",0.0209498680136,0.215785287870983,TRUE,FALSE
"522","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",3114,27852,5,0.0996208311024213,1,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","","Linnaeus, 1758","European roe deer","South West England","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",50.987148,-2.843167,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",0.0209498680136,0.215785287870983,TRUE,FALSE
"523","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",1935,11557,5,0.241756486162777,1,0,"Bluzma, P. and R. Baleiðis (1999). ""The cervid (Cervidae) monitoring in Lithuania (1993-1998): abundance, dynamics and distribution."" Acta Zoologica Lituanica 9(1): 61-70.","","Linnaeus, 1758","European roe deer","Regions of Plung?¢, K?¢dainiai, Mol?¢tai, Ignalina (Utena), and Var?¢na","Lithuania","Lithuania","Europe","Europe and Central Asia","Central and Western Europe",55.29241,23.970795,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Individuals per 1000ha","Average number of individuals per 1000ha of 7 regions sampled, based on the amount of pellet groups during the non-vegetation period. ",1993,1998,6,TRUE,"Capreolus capreolus",0.462181854330407,0.47,FALSE,FALSE
"524","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",1840,11472,3,0.197478307265779,0,0,"Arbieu, U. (2012). Predator community and prey dynamics. Department of Ecology, Grimsö Wildlife Station. Uppsala and Grimsö, Swedish University of Agricultural Sciences and Stockholm University. Master in Ecology.","","Linnaeus, 1758","European roe deer","Grims?? Wildlife Research Station, ?¹rebro County, south-central Sweden","Sweden","Sweden","Europe","Europe and Central Asia","Central and Western Europe",59.666667,15.416667,1,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL",0,"Population density","Pellet counts",1977,2011,35,TRUE,"Capreolus capreolus",5.56732800852067e-05,3.37127599172583e-05,TRUE,TRUE
"525","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",1534,10707,3,0.111783936093882,0,0," Pettorelli, N., J.-M. Gaillard, et al. (2001). ""Population density and small-scale variation in habitat quality affect phenotypic quality in roe deer."" Oecologia (Berlin) 128(3): 400-405.","NULL","Linnaeus, 1758","European roe deer","Chiz?« Reserve","France","France","Europe","Europe and Central Asia","Central and Western Europe",46.08333,-0.41667,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Density per 100ha","Capture-mark-recapture",1979,1999,21,TRUE,"Capreolus capreolus",9.4730386762489e-05,0.00186908189838691,TRUE,TRUE
"526","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",2860,27664,3,0.0278661635804079,0,0,"Bragina, E. V. et al. (2018) ‘Wildlife population changes across Eastern Europe after the collapse of socialism’, Frontiers in Ecology and the Environment, 16(2), pp. 77–81. doi: 10.1002/fee.1770.","","Linnaeus, 1758","European roe deer","Slovakia","Slovakia","Slovakia","Europe","Europe and Central Asia","Central and Western Europe",48.895352,19.433969,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Percentage of population change relative to population size in 1990, where 1990 is equal to 100","Data from Statistical Yearbooks on hunting. Expert estimates in each hunting ground based on year-round observations.",2007,2013,7,TRUE,"Capreolus capreolus",0.00226854597705485,0.0108,TRUE,TRUE
"527","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",1537,10709,3,0.131328879069779,0,0," Gill, R. M. A., A. L. Johnson, et al. (1996). ""Changes in roe deer (Capreolus capreolus L.) population density in response to forest habitat succession."" Forest Ecology and Management 88(1-2): 31-41.","NULL","Linnaeus, 1758","European roe deer","Chedington Woods, Dorset","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",50.83333,-2.71667,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Density (deer/km??)","Capture-mark-recapture",1967,1980,14,TRUE,"Capreolus capreolus",0.280863148706374,0.742556821926578,FALSE,FALSE
"528","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",1528,10704,3,0.173992931364599,0,0," Sidorovich, V. E., L. L. Tikhomirova, et al. (2003). ""Wolf Canis lupus numbers, diet and damage to livestock in relation to hunting and ungulate abundance in northeastern Belarus during 1990-2000."" Wildlife Biology 9: 103-111.","NULL","Linnaeus, 1758","European roe deer","An area of  800 km2 at the Lovat River head in the Gorodok district,Vitebsk region","Belarus","Belarus","Asia","Europe and Central Asia","Eastern Europe",55.53333,30.11667,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Individuals/100 km2","Winter transects",1990,2000,11,TRUE,"Capreolus capreolus",0.000104067182017657,9.92186593249365e-05,TRUE,TRUE
"529","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",1536,10707,5,0.149407535585314,0,0," Pettorelli, N., J.-M. Gaillard, et al. (2001). ""Population density and small-scale variation in habitat quality affect phenotypic quality in roe deer."" Oecologia (Berlin) 128(3): 400-405.","NULL","Linnaeus, 1758","European roe deer","Chiz?« Reserve","France","France","Europe","Europe and Central Asia","Central and Western Europe",46.08333,-0.41667,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Density per 100ha","Capture-mark-recapture",1979,1999,21,TRUE,"Capreolus capreolus",9.4730386762489e-05,0.00186908189838691,TRUE,TRUE
"530","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",3260,27945,4,0.0410507611804709,0,0,"Zehnder, U. (1999) ‘Wildkundliche und jagdliche Veränderungen in den letzten 25 Jahren (1973 bis 1997), dargestellt anhand von Jagdstatistiken’, Schweizerische Zeitschrift fur Forstwesen, 150(9), p. 7.","","Linnaeus, 1758","European roe deer","Switzerland","Switzerland","Switzerland","Europe","Europe and Central Asia","Central and Western Europe",46.848022,8.404253,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Estimated population size","Estimate based on hunting statistics",1973,1997,25,TRUE,"Capreolus capreolus",0.0552065509676955,0.0721243227598351,FALSE,FALSE
"531","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",3109,27851,3,0.113092886926562,1,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","","Linnaeus, 1758","European roe deer","South East England","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",51.06984,0.339209,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",0.00148053254841674,0.00831236559750444,TRUE,TRUE
"532","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",3101,27848,4,0.112852090484488,1,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","","Linnaeus, 1758","European roe deer","Scotland","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",56.61183,-3.951059,0,"Terrestrial","Palearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",2.28232626560882e-07,2.67457563888114e-06,TRUE,TRUE
"533","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",2894,27682,4,0.0579124199358765,0,0,"Bragina, E. V. et al. (2018) ‘Wildlife population changes across Eastern Europe after the collapse of socialism’, Frontiers in Ecology and the Environment, 16(2), pp. 77–81. doi: 10.1002/fee.1770.","","Linnaeus, 1758","European roe deer","Ukraine","Ukraine","Ukraine","Asia","Europe and Central Asia","Eastern Europe",49.695461,31.046985,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Percentage of population change relative to population size in 1990, where 1990 is equal to 100","Data from Statistical yearbooks of Ukraine. Winter and spring pellet counts.",1987,1993,7,TRUE,"Capreolus capreolus",0.0500854417508838,0.07,FALSE,FALSE
"534","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",1934,11557,4,0.220033929398235,1,0,"Bluzma, P. and R. Baleiðis (1999). ""The cervid (Cervidae) monitoring in Lithuania (1993-1998): abundance, dynamics and distribution."" Acta Zoologica Lituanica 9(1): 61-70.","","Linnaeus, 1758","European roe deer","Regions of Plung?¢, K?¢dainiai, Mol?¢tai, Ignalina (Utena), and Var?¢na","Lithuania","Lithuania","Europe","Europe and Central Asia","Central and Western Europe",55.29241,23.970795,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Individuals per 1000ha","Average number of individuals per 1000ha of 7 regions sampled, based on the amount of pellet groups during the non-vegetation period. ",1993,1998,6,TRUE,"Capreolus capreolus",0.462181854330407,0.47,FALSE,FALSE
"535","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",3261,27945,5,0.0465503801373154,0,0,"Zehnder, U. (1999) ‘Wildkundliche und jagdliche Veränderungen in den letzten 25 Jahren (1973 bis 1997), dargestellt anhand von Jagdstatistiken’, Schweizerische Zeitschrift fur Forstwesen, 150(9), p. 7.","","Linnaeus, 1758","European roe deer","Switzerland","Switzerland","Switzerland","Europe","Europe and Central Asia","Central and Western Europe",46.848022,8.404253,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Estimated population size","Estimate based on hunting statistics",1973,1997,25,TRUE,"Capreolus capreolus",0.0552065509676955,0.0721243227598351,FALSE,FALSE
"536","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",3112,27852,3,0.0864946466864876,1,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","","Linnaeus, 1758","European roe deer","South West England","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",50.987148,-2.843167,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",0.0209498680136,0.215785287870983,TRUE,FALSE
"537","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",1851,11476,5,0.0497063451564018,1,0,"Narauskait?, G., K. P?telis, et al. (2011). ""Šilut? region seacoast roe deer Capreolus capreolus L. population quality."" Acta Biol. Univ. Daugavp. 11(1): 29-34.","","Linnaeus, 1758","European roe deer","Tulkiarage game area near the Nemunas delta and the Baltic sea coast, ?ßilut?¨ region","Lithuania","Lithuania","Europe","Europe and Central Asia","Central and Western Europe",55.350866,21.358781,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of males and females","Direct counts",2007,2011,5,TRUE,"Capreolus capreolus",0.00313691058599254,0.0166,TRUE,TRUE
"538","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",1849,11476,3,0.0498522579085503,1,0,"Narauskait?, G., K. P?telis, et al. (2011). ""Šilut? region seacoast roe deer Capreolus capreolus L. population quality."" Acta Biol. Univ. Daugavp. 11(1): 29-34.","","Linnaeus, 1758","European roe deer","Tulkiarage game area near the Nemunas delta and the Baltic sea coast, ?ßilut?¨ region","Lithuania","Lithuania","Europe","Europe and Central Asia","Central and Western Europe",55.350866,21.358781,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of males and females","Direct counts",2007,2011,5,TRUE,"Capreolus capreolus",0.00313691058599254,0.0166,TRUE,TRUE
"539","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",513,4869,5,0.273423169628203,0,0," Focardi, S., P. Montanaro, et al. (2005). ""Distance sampling effectively monitored a declining population of Italian roe deer Capreolus capreolus italicus."" Oryx 39(4): 421-428.","italicus","Linnaeus, 1758","European roe deer","Castelporziano and Capocotta, Italy","Italy","Italy","Europe","Europe and Central Asia","Central and Western Europe",41.7075,12.40139,1,"Terrestrial","Palearctic","Mediterranean forests, woodlands and scrub","NULL","NULL","NULL","NULL","NULL",0,"mean number of deer observed per position per occasion","Count from observation towers",1988,2003,16,TRUE,"Capreolus capreolus",0.0246612494373869,0.0583758079114183,TRUE,FALSE
"540","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",1887,11499,5,0.105687558219048,0,0,"Wäber, C. (2010). Landscape scale deer management. School of Environmental Sciences, University of East Anglia.","","Linnaeus, 1758","European roe deer","Thetford forest, Breckland, Eastern England","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",52.454336,0.668793,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Estimated deer number","From 1970 to 1990 annual censuses were carried out - Visual counts and expert assessment by deer managers.",1971,1990,20,TRUE,"Capreolus capreolus",3.81050241918053e-07,8.64569041331048e-05,TRUE,TRUE
"541","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",1886,11499,4,0.0924190549195933,0,0,"Wäber, C. (2010). Landscape scale deer management. School of Environmental Sciences, University of East Anglia.","","Linnaeus, 1758","European roe deer","Thetford forest, Breckland, Eastern England","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",52.454336,0.668793,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Estimated deer number","From 1970 to 1990 annual censuses were carried out - Visual counts and expert assessment by deer managers.",1971,1990,20,TRUE,"Capreolus capreolus",3.81050241918053e-07,8.64569041331048e-05,TRUE,TRUE
"542","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",3108,27850,5,0.194896859194515,1,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","","Linnaeus, 1758","European roe deer","East England","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",52.456252,1.160106,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",0.00221174097199704,0.00301621061672325,TRUE,TRUE
"543","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",2893,27682,3,0.0497221020980544,0,0,"Bragina, E. V. et al. (2018) ‘Wildlife population changes across Eastern Europe after the collapse of socialism’, Frontiers in Ecology and the Environment, 16(2), pp. 77–81. doi: 10.1002/fee.1770.","","Linnaeus, 1758","European roe deer","Ukraine","Ukraine","Ukraine","Asia","Europe and Central Asia","Eastern Europe",49.695461,31.046985,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Percentage of population change relative to population size in 1990, where 1990 is equal to 100","Data from Statistical yearbooks of Ukraine. Winter and spring pellet counts.",1987,1993,7,TRUE,"Capreolus capreolus",0.0500854417508838,0.07,FALSE,FALSE
"544","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",3110,27851,4,0.120804614535211,1,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","","Linnaeus, 1758","European roe deer","South East England","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",51.06984,0.339209,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",0.00148053254841674,0.00831236559750444,TRUE,TRUE
"545","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",1852,11477,3,0.156997360299755,0,0,"Vincent, J.-P., J.-M. Gaillard, et al. (1991). ""Kilometric index as biological indicator for monitoring forest roe deer populations."" Acta Theriologica 36(3-4): 315-328.","","Linnaeus, 1758","European roe deer","St Arnoult-en-Yvelines state forest, Dourdan forest","France","France","Europe","Europe and Central Asia","Central and Western Europe",48.549228,1.960452,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Capture-mark-recapture",1980,1989,10,TRUE,"Capreolus capreolus",0.000473363835757014,0.0016717283964848,TRUE,TRUE
"546","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",512,4869,4,0.239417826254622,0,0," Focardi, S., P. Montanaro, et al. (2005). ""Distance sampling effectively monitored a declining population of Italian roe deer Capreolus capreolus italicus."" Oryx 39(4): 421-428.","italicus","Linnaeus, 1758","European roe deer","Castelporziano and Capocotta, Italy","Italy","Italy","Europe","Europe and Central Asia","Central and Western Europe",41.7075,12.40139,1,"Terrestrial","Palearctic","Mediterranean forests, woodlands and scrub","NULL","NULL","NULL","NULL","NULL",0,"mean number of deer observed per position per occasion","Count from observation towers",1988,2003,16,TRUE,"Capreolus capreolus",0.0246612494373869,0.0583758079114183,TRUE,FALSE
"547","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",1524,10702,5,0.179767299016348,0,0," Saïd, S., J.-M. Gaillard, et al. (2009). ""What shapes intra-specific variation in home range size? A case study of female roe deer."" Oikos 118(9): 1299-1306.","","Linnaeus, 1758","European roe deer","Territore d'Etude et dÈÃÍExp?«rimentation of Trois Fontaines","France","France","Europe","Europe and Central Asia","Central and Western Europe",48.71667,4.93333,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Population size","Capture-mark-recapture",1996,2005,10,TRUE,"Capreolus capreolus",0.00477494989823995,0.0286,TRUE,TRUE
"548","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",3105,27849,5,0.31354662156646,1,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","","Linnaeus, 1758","European roe deer","Yorkshire and Humber","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",53.916448,-1.013561,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",1.18006945256026e-05,1.92032187140509e-05,TRUE,TRUE
"549","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",3102,27848,5,0.112746772640704,1,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","","Linnaeus, 1758","European roe deer","Scotland","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",56.61183,-3.951059,0,"Terrestrial","Palearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",2.28232626560882e-07,2.67457563888114e-06,TRUE,TRUE
"550","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",3106,27850,3,0.176455894894008,1,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","","Linnaeus, 1758","European roe deer","East England","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",52.456252,1.160106,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",0.00221174097199704,0.00301621061672325,TRUE,TRUE
"551","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",2895,27682,5,0.0645750042797112,0,0,"Bragina, E. V. et al. (2018) ‘Wildlife population changes across Eastern Europe after the collapse of socialism’, Frontiers in Ecology and the Environment, 16(2), pp. 77–81. doi: 10.1002/fee.1770.","","Linnaeus, 1758","European roe deer","Ukraine","Ukraine","Ukraine","Asia","Europe and Central Asia","Eastern Europe",49.695461,31.046985,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Percentage of population change relative to population size in 1990, where 1990 is equal to 100","Data from Statistical yearbooks of Ukraine. Winter and spring pellet counts.",1987,1993,7,TRUE,"Capreolus capreolus",0.0500854417508838,0.07,FALSE,FALSE
"552","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",3107,27850,4,0.186660595126929,1,0,"British Trust for Ornithology (2021) Breeding Bird Survey - Mammal monitoring. Available at: https://www.bto.org/our-science/projects/bbs/latest-results/mammal-monitoring.","","Linnaeus, 1758","European roe deer","East England","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",52.456252,1.160106,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Index","BBS count data",1995,2019,25,TRUE,"Capreolus capreolus",0.00221174097199704,0.00301621061672325,TRUE,TRUE
"553","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",2795,27624,4,0.205658117890523,0,0,"Bragina, E. V. et al. (2018) ‘Wildlife population changes across Eastern Europe after the collapse of socialism’, Frontiers in Ecology and the Environment, 16(2), pp. 77–81. doi: 10.1002/fee.1770.","","Linnaeus, 1758","European roe deer","Latvia","Latvia","Latvia","Europe","Europe and Central Asia","Central and Western Europe",56.913999,25.056544,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Percentage of population change relative to population size in 1990, where 1990 is equal to 100","Data from the state forest service, official game statistics.",2003,2011,9,TRUE,"Capreolus capreolus",0.0395660275919142,0.0248,TRUE,TRUE
"554","Capreolus_capreolus","Mammalia","Cervidae","Capreolus","Artiodactyla","Capreolus capreolus",1598,10739,4,0.0490817178575838,1,0," Tsingarska-Sedefcheva, E., A. Dutsov, et al. (2004). Wolf Analysis and Education About Large Carnivores - Annual Report 2004, Wolf Study and Conservation Program, BALKANI Wildlife Society.","NULL","Linnaeus, 1758","European roe deer","Bulgaria","Bulgaria","Bulgaria","Europe","Europe and Central Asia","Central and Western Europe",42.73083,25.16917,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Unknown",1988,2002,15,TRUE,"Capreolus capreolus",1.63242841562837e-09,2.02645594483409e-06,TRUE,TRUE
